,name,rebuttal,len_rebuttal
466,Fiorina,"Having met Vladimir Putin, I talk all. We've talked way much him. What I do, immediately, begin rebuilding Sixth Fleet, I begin rebuilding missile defense program Poland, I conduct regular, aggressive military exercises Baltic states. I'd probably send thousand troops Germany. Vladimir Putin get message. By way, reason critically important every one us know General Suleimani's name Russia Syria right now, head Quds force traveled Russia talked Vladimir Putin aligning Iran Syria prop Bashar al- Assad. Russia bad actor, Vladimir Putin someone talk to, way will stop sense strength resolve side, within control. We rebuild Sixth Fleet. I will. We haven't. We rebuild missile defense program. We haven't. I will. We also, Senator Rubio's point, give Egyptians asked for, intelligence. We give Jordanians asked for...",125
467,Tapper,"Thank you, Ms. Fiorina.",4
468,Fiorina,...bombs materiel. We supplied it...,5
469,Tapper,Thank you.,2
470,Fiorina,...I will. We arm Kurds. They've asking us three years. All within control.,13
471,Tapper,"Thank you. Thank you, Ms. Fiorina. While -- brought subject General Suleimani Quds forces Iran, next president, matter may be, will inherit President Obama's Iran deal. Senator Cruz, Governor Kasich says anyone promising rip Iran deal day one, promised do, is, quote, ""inexperienced,"" and, quote, ""playing crowd."" Respond Governor Kasich, please.",51
472,Cruz,"Well, let tell you, Jake, single biggest national security threat facing America right now threat nuclear Iran. We've seen six half years President Obama leading behind. Weakness provocative, Iranian nuclear deal nothing short catastrophic. This deal, face, will send $100 billion Ayatollah Khamenei, making Obama administration world's leading financier radical Islamic terrorism.",52
473,Cruz,"This deal abandons four American hostages Iran, deal will accelerate Iran's acquiring nuclear weapons. You'd better believe it. If I elected president, first day office, I will rip shreds catastrophic Iranian nuclear deal.",33
474,Tapper,"Why not, Governor Kasich says, playing crowd example inexperienced?",9
475,Cruz,"Well, clear comes experience. What President Obama wants run United Nations, wants use United Nations bind United States, take away sovereignty. Well, I spent five half years Solicitor General Texas, lead lawyer state, front U.S. Supreme Court, I went front Supreme Court, took world court United Nations case called Medellin v. Texas, won historic victory saying World Court, U.N., power bind United States, President United States, Republican Democrat, authority give away sovereignty. And, so, anyone bound catastrophic deal Iran, giving core responsibility commander chief, president, I never that.",88
476,Tapper,Governor Kasich...,2
477,Kasich,"...Yeah, well...",2
478,Tapper,...Did Senator Cruz just play crowd?,6
479,Kasich,"Well, let just say this. First all, I think bad agreement, I never done it. But, know, lot problems world today relationship allies. If want go everywhere alone, will strength (ph) rebuild allies. Now, agreement, know going happen 18 months. I served Defense Committee 18 years. I've seen lots issues foreign affairs, foreign -- terms global politics, steady. Now, -- cheat, slap sanctions back on. If help Hamas, Hezbollah, slap sanctions back on. And, find may developing nuclear weapon, military option table. We stronger work Western civilization, friends Europe, just I think right policy.",94
480,Tapper,"...Thank you, Governor. I want go Senator Paul.",8
481,Trump(?),"...Slow (ph) steady, (inaudible) chicken...",5
482,Tapper,"I want go Senator Paul. Senator Paul, White House rolling red carpet next week President China, President Xi. Governor Walker says President Obama cancel state dinner China's currency manipulation, China's alleged cyber attacks United States. Is Governor Walker right?",39
483,Paul,"I think goes back essentially saying last two three questions. Carly Fiorina also said going talk Putin. Well, think Reagan said Cold War? We continued talk Russians throughout Cold War much significant now. Should continue talk Iran? Yes. Should cut agreement immediately? That's absurd. Wouldn't want know complied? Now, I'm going vote agreement I think significant leverage, mean I immediately look agreement, cut without looking see whether Iran complied. The goes China. I think need rash, I think need reckless, I think need leave lines communication open. Often talk whether engaged world, disengaged world, I think example want isolate us, actually, engaged. We need engaged Russia. It mean give free pass, China free pass, but, engaged, continue talk. We throughout Cold War, big mistake here.",125
484,Tapper,"Governor Walker, Senator Paul seemed suggest...",6
485,Tapper,"...that canceling state dinner rash, reckless.",6
486,Walker,"Two parts that, one China, one back second Iran. When comes China, giving official state visit country involved massive cyber attack United States? That's just visit, 21 gun salute South Lawn White House. It just make sense. If ever going send message them, time, issued this, sort of, massive attack us? And, Jake, question, I one first ones call terminating bad deal Iran day one. The President came said I need bone up. You know, President called ISIS JV squad said I needed bone up. The reality bad deal day one, bad deal president allowed Iran go closer, closer. I'd love play cards guy Barack Obama folds everything Iran. We need leader going stand up, actually (INAUDIBLE)...",117
487,Fiorina,...Jake...,1
488,Tapper,...Governor Bush...,2
489,Cruz(?),...Jake...,1
490,Tapper,"Governor Bush, father chief diplomatic envoy China back Nixon opened relations China. Is Scott Walker's approach right one, canceling state dinner?",21
491,Bush,"No, I think so, need strong China. We use offensive tactics relates cyber security, send deterrent signal China. There super sanctions President Obama proposed. There's many tools without canceling dinner. That's going change anything, can much stronger relates that. As relates Iran, strategy tear agreement. A strategy confront Iran? And, first thing need establish commitment Israel altered administration. And, make sure sophisticated weapons send signal Iran Israel's back.",68
492,Bush,"If that, going create healthier deterrent effect anything else I can think of.",13
493,Tapper,I want turn...,3
494,Fiorina,"...Jake, (INAUDIBLE)...",2
495,Tapper,"...I want turn Governor Huckabee patient. Somebody 11th, is, but, I want change subject event had...",16
496,Huckabee,"I certainly love get this, I think single... (CROSSTALK)",9
497,Tapper,"... however want, I want ask question.",7
498,Huckabee,"I've patiently waiting, I'm going just say Iran.",8
499,Tapper,"All right, sir, go ahead.",5
500,Huckabee,"Because I think incredibly important. This really survival Western civilization. This just little conflict Middle Eastern country just now given $100 billion to, equivalent U.S. terms $5 trillion. This threatens Israel immediately, threatens entire Middle East, threatens United States America. And treat nuclear Iranian government just government like power. This government 36 years killed Americans, kidnapped Americans, maimed Americans. They sponsored terrorist groups, Hamas Hezbollah, threaten essence Western civilization. To give agreement, president treats like Magna Carta, Iranians treat like toilet paper, must, simply, make clear next president, one us stage, will absolutely honor agreement, will destroy will tough Iran, otherwise, put every person world dangerous place.",107
501,Tapper,OK.,1
502,(unknown),"Jake, I'd like to...",4
503,Tapper,"We're going turn now Hugh Hewitt, Salem Radio Network.",9
504,Hewitt,"Thank you, Jake. Mr. Trump, two years ago, President Obama drew red line Syrian dictator Bashar Assad crossed, President Obama threatened strike. He not, knees buckled. We now 4 million refugees, Syria living hell, turned Congress authority back up. You three senators right said, no. Do bear responsibility refugee crisis, done Bashar Assad crossed line?",55
505,Trump,"I drawn line, drew it, choice go across. They bear responsibility, I think probably it, reason. Somehow, just courage. There something missing president. Had crossed line really gone force, done something Assad -- gone tremendous force, millions people displaced world.",40
