,name,rebuttal,len_rebuttal
666,Rubio,"... will be very reasonable and responsible about what you do with someone who's been here and isn't a criminal. If you're a criminal, obviously, you will not be able to stay.",32
667,Tapper,"Thank you, Senator. Senator -- Dr. Carson... ... I want to give you 30 seconds. I'd like you to answer the question. Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?",37
668,Carson,"My plan is not amnesty for a number of reasons. Number one, you know, I've talked to farmers, and they said they cannot hire Americans to do the kind of job that I'm talking about. And the second reason is because the individuals who register as guest workers, they don't get to vote, they are not American citizens, and they don't get the rights and privileges of American citizens. So that's key. But the other thing that I want to bring up is, I mentioned something earlier. I think it was just sort of glossed over. I talked about the success in Yuma County, I mean, incredible success, and the Department of Justice said, ""No, we don't want to do that. That's too successful."" We don't have to keep reinventing the wheel. All we have to do is look at things that work. All we have to do is use a little common sense.",154
669,Tapper,"Thank you, Dr. Carson. I want to talk about the issue of birthright citizenship, which -- which has emerged since the first debate as -- as an a -- a major issue in this campaign. Mr. Trump, you say that babies born in the United States to undocumented immigrants should not any longer get automatic American citizenship. Ms. Fiorina says that you are pandering on this issue and acting like the politicians that you rail against. What's your message to Ms. Fiorina on birthright citizenship?",85
670,Trump,"Well, first of all, the -- the 14th Amendment says very, very clearly to a lot of great legal scholars -- not television scholars, but legal scholars -- that it is wrong. It can be corrected with an act of Congress, probably doesn't even need that. A woman gets pregnant. She's nine months, she walks across the border, she has the baby in the United States, and we take care of the baby for 85 years. I don't think so. And by the way, Mexico and almost every other country anywhere in the world doesn't have that. We're the only ones dumb enough, stupid enough to have it. And people -- and by the way, this is not just with respect to Mexico. They are coming from Asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby. The 14th Amendment, it reads properly, you can go and -- it's probably going to be have to be check -- go through a process of court, probably ends up at the Supreme Court, but there are a lot of great legal scholars that say that is not correct. And in my opinion, it makes absolutely no -- we're the only -- one of the only countries, we're going to take care of those babies for 70, 75, 80, 90 years? I don't think so.",236
671,Tapper,"Ms. Fiorina, the vast majority of countries do not have birthright citizenship...",12
672,Tapper,...Donald Trump is right about that. Why is it pandering when he's -- he says this?,16
673,Fiorina,"First let me say, We have just spent a good bit of time discussing, as Republicans, how to solve this problem. I would ask your audience at home to ask a very basic question. Why have Democrats not solved this problem? President Obama campaigned in 2007 and 2008 on solving the immigration problem. He entered Washington with majorities in the House and the Senate. He could have chosen to do anything to solve this pro -- this problem. Instead, he chose to do nothing. Why? because the Democrats don't want this issue solved.",93
674,Tapper,Ms. Fiorina...,2
675,Fiorina,They want it to be an issue that they can use. As to birthright citizenship...,15
676,Tapper,Please.,1
677,Fiorina,"...the truth is, you can't just wave your hands and say ""the 14th Amendment is gonna go away."" It will take an extremely arduous vote in Congress, followed by two-thirds of the states, and if that doesn't work to amend the Constitution, then it is a long, arduous process in court. And meanwhile, what will continue to go on is what has gone on for 25 years. With all due respect, Mr. Trump, we've been talking about illegal immigration for 25 years. San Francisco has been a sanctuary city since 1989. There are 300 of them. And meanwhile, what has happened? Nothing. The border remains insecure. The legal immigration system remains broken. Look, we know what it takes to secure a border. We've heard a lot of great ideas here. Money, manpower, technology... TAPPER : Thank you, Ms. Fiorina.",139
